SKU,Produto,Quantidade Vendida,Primeiro Nome,Sobrenome,Data,Loja,Preco Unitario,faturamento
HL2714,Tablet,1,Hygor,Essaber,2018-02-02,São Paulo,1600,1600
HL1918,iPhone,2,Joao,Silva,2018-10-20,São Paulo,5300,10600
HL4379,Televisão,4,Lucas,Cavalcanti,2018-12-01,São Paulo,2500,10000
HL4379,Televisão,1,Beatriz,Nogueira,2018-07-30,São Paulo,2500,2500
HL9962,Android,3,Wilson,Farias,2018-05-09,São Paulo,3400,10200
HL7348,SmartWatch,2,Rafaela,Rodrigues,2018-10-24,São Paulo,1400,2800
HL2714,Tablet,4,Guilherme,Castilho,2018-09-25,São Paulo,1600,6400
HL1918,iPhone,1,Lucas,Villanova,2018-05-13,São Paulo,5300,5300
HL1918,iPhone,2,Isabella,Montanholi,2018-04-21,São Paulo,5300,10600
HL1918,iPhone,3,Michelle,Figueiredo,2018-04-17,São Paulo,5300,15900
HL1148,Câmera,5,Eduardo,Quindeler,2018-10-30,São Paulo,2100,10500
HL4379,Televisão,2,Joana,Calmon,2018-08-08,São Paulo,2500,5000
HL7348,SmartWatch,1,Amanda,Braga,2018-04-20,São Paulo,1400,1400
HL1918,iPhone,3,Sandy,Figueiredo,2018-10-13,São Paulo,5300,15900
HL8851,Notebook,5,Lucas,Chagas,2018-11-13,São Paulo,3500,17500
HL1918,iPhone,1,Camilla,Guimarães,2018-01-14,São Paulo,5300,5300
HL4379,Televisão,2,Julia,Leite,2018-09-10,São Paulo,2500,5000
HL1918,iPhone,2,Diego,Mello,2018-10-15,São Paulo,5300,10600
HL1918,iPhone,5,Thomaz,Ferreira,2018-01-22,São Paulo,5300,26500
HL7348,SmartWatch,1,Roberta,Pimenta,2018-01-20,São Paulo,1400,1400
HL9962,Android,4,Carlos,Azevedo,2018-06-10,São Paulo,3400,13600
HL1918,iPhone,5,Giulia,Lopes,2018-08-13,São Paulo,5300,26500
HL8851,Notebook,5,Luiza,Cabral,2018-03-22,São Paulo,3500,17500
HL2714,Tablet,1,Marcelo,Pereira,2018-03-01,São Paulo,1600,1600
HL1918,iPhone,1,Bruno,Silva,2018-11-14,São Paulo,5300,5300
HL4379,Televisão,3,José,Vieira,2018-03-07,São Paulo,2500,7500
HL2714,Tablet,5,Bernardo,Nauenberg,2018-07-16,São Paulo,1600,8000
HL4379,Televisão,2,Célio,Xavier,2018-01-06,São Paulo,2500,5000
HL4379,Televisão,4,Katharina,Barros,2018-09-28,São Paulo,2500,10000
HL1918,iPhone,1,Mayara,Soares,2018-05-31,São Paulo,5300,5300
HL1918,iPhone,3,Philipe,Morete,2018-10-15,São Paulo,5300,15900
HL1918,iPhone,2,Pedro,Lyra,2018-12-06,São Paulo,5300,10600
HL1918,iPhone,4,Anderson,Martins,2018-01-29,São Paulo,5300,21200
HL4379,Televisão,1,Izabel,Miura,2018-06-14,São Paulo,2500,2500
HL9962,Android,3,Daniel,Terra,2018-12-29,São Paulo,3400,10200
HL1918,iPhone,4,Marcelo,Pereira,2018-05-11,São Paulo,5300,21200
HL1918,iPhone,3,Bruno,Mota,2018-11-16,São Paulo,5300,15900
HL1918,iPhone,1,Lucas,Junior,2018-03-29,São Paulo,5300,5300
HL8851,Notebook,4,Audir,Franco,2018-11-28,São Paulo,3500,14000
HL1918,iPhone,2,Luiz,Limp,2018-03-19,São Paulo,5300,10600
HL4379,Televisão,4,Thayna,Martins,2018-11-30,São Paulo,2500,10000
HL9962,Android,5,João,Pedrazza,2018-10-12,São Paulo,3400,17000
HL1918,iPhone,1,Bárbara,Lima,2018-10-30,São Paulo,5300,5300
HL4379,Televisão,3,Dandara,Reis,2018-12-02,São Paulo,2500,7500
HL2714,Tablet,3,Roberto,Mattos,2018-08-20,São Paulo,1600,4800
HL1148,Câmera,5,Roberta,Pimenta,2018-09-26,São Paulo,2100,10500
HL1918,iPhone,3,Amanda,Braga,2018-08-14,São Paulo,5300,15900
HL4379,Televisão,4,Lucas,Chagas,2018-07-23,São Paulo,2500,10000
HL7348,SmartWatch,2,Juliana,Correa,2018-12-16,São Paulo,1400,2800
HL1918,iPhone,1,Anderson,Barreto,2018-08-27,São Paulo,5300,5300
HL4379,Televisão,4,Bruna,Rosa,2018-04-09,São Paulo,2500,10000
HL2714,Tablet,5,João,Aires,2018-12-07,São Paulo,1600,8000
HL8851,Notebook,2,Rubens,Netto,2018-10-30,São Paulo,3500,7000
HL7348,SmartWatch,4,Guilherme,Lima,2018-06-13,São Paulo,1400,5600
HL9962,Android,4,Anna,Maia,2018-01-28,São Paulo,3400,13600
HL1918,iPhone,2,Juan,Fernandes,2018-09-18,São Paulo,5300,10600
HL1148,Câmera,2,Marcelo,Magalhães,2018-08-25,São Paulo,2100,4200
HL1918,iPhone,5,Andreza,Ramos,2018-04-15,São Paulo,5300,26500
HL1918,iPhone,1,Luis,Garcia,2018-07-15,São Paulo,5300,5300
HL9962,Android,1,Carlos,Assis,2018-09-07,São Paulo,3400,3400
HL8851,Notebook,4,Wen,Braga,2018-01-03,São Paulo,3500,14000
HL1148,Câmera,5,Fernanda,Bhering,2018-01-16,São Paulo,2100,10500
HL2714,Tablet,1,Sylvio,Bernhardt,2018-08-20,São Paulo,1600,1600
HL1148,Câmera,2,Hiaiune,Valim,2018-06-02,São Paulo,2100,4200
HL1918,iPhone,1,Felipe,Cavalcanti,2018-04-04,São Paulo,5300,5300
HL1918,iPhone,5,Laís,Oliveira,2018-05-13,São Paulo,5300,26500
HL1918,iPhone,1,João,Costa,2018-10-24,São Paulo,5300,5300
HL9962,Android,3,Bruna,Brandao,2018-06-27,São Paulo,3400,10200
HL2714,Tablet,2,Wilson,Vianna,2018-08-06,São Paulo,1600,3200
HL7348,SmartWatch,1,João,Capitulo,2018-02-23,São Paulo,1400,1400
HL1918,iPhone,4,Luiza,Cabral,2018-01-19,São Paulo,5300,21200
HL8851,Notebook,4,Barbara,Procaci,2018-04-19,São Paulo,3500,14000
HL8851,Notebook,4,Tadeu,Nakayama,2018-12-11,São Paulo,3500,14000
HL1918,iPhone,4,Camille,Silva,2018-10-01,São Paulo,5300,21200
HL1148,Câmera,3,Lucas,Lima,2018-04-15,São Paulo,2100,6300
HL1918,iPhone,3,Paloma,Sperandei,2018-01-26,São Paulo,5300,15900
HL8851,Notebook,5,Luis,Silva,2018-04-29,São Paulo,3500,17500
HL9962,Android,3,Allan,Guedes,2018-11-03,São Paulo,3400,10200
HL8851,Notebook,3,Iuri,Neto,2018-07-07,São Paulo,3500,10500
HL4379,Televisão,5,Ana,Gonzaga,2018-01-21,São Paulo,2500,12500
HL9962,Android,2,Desirée,Heimlich,2018-02-17,São Paulo,3400,6800
HL4379,Televisão,3,Mateus,Franco,2018-03-30,São Paulo,2500,7500
HL9962,Android,2,Michelle,Pereira,2018-05-09,São Paulo,3400,6800
HL2714,Tablet,4,Caroline,Cavalcanti,2018-04-23,São Paulo,1600,6400
HL1918,iPhone,3,Beatriz,Santos,2018-11-07,São Paulo,5300,15900
HL8851,Notebook,3,Livia,Corrêa,2018-01-10,São Paulo,3500,10500
HL1918,iPhone,3,Raíssa,Oros,2018-06-02,São Paulo,5300,15900
HL2714,Tablet,5,Beatriz,Santos,2018-09-29,São Paulo,1600,8000
HL1918,iPhone,3,Victor,Magalhães,2018-04-25,São Paulo,5300,15900
HL9962,Android,2,Larissa,Florim,2018-05-05,São Paulo,3400,6800
HL7348,SmartWatch,5,Wilson,Vianna,2018-05-30,São Paulo,1400,7000
HL1148,Câmera,2,Julia,Silva,2018-07-01,São Paulo,2100,4200
HL2714,Tablet,2,Rafaela,Gomes,2018-04-16,São Paulo,1600,3200
HL7348,SmartWatch,1,Lucas,Coelho,2018-07-16,São Paulo,1400,1400
HL1918,iPhone,5,Carolina,Rocha,2018-07-28,São Paulo,5300,26500
HL1918,iPhone,4,Andressa,Chou,2018-01-01,São Paulo,5300,21200
HL1918,iPhone,4,Sthefeson,Pereira,2018-09-02,São Paulo,5300,21200
HL1148,Câmera,1,Paloma,Sperandei,2018-10-11,São Paulo,2100,2100
HL7348,SmartWatch,1,Wilson,Vianna,2018-03-11,São Paulo,1400,1400
HL1918,iPhone,4,Rubens,Valente,2018-01-18,São Paulo,5300,21200
HL4379,Televisão,2,Rafaela,Ferreira,2018-12-07,São Paulo,2500,5000
HL9962,Android,1,Kim,Ferreira,2018-02-03,São Paulo,3400,3400
HL4379,Televisão,3,Rodrigo,Bruno,2018-10-05,São Paulo,2500,7500
HL1918,iPhone,1,Daniel,Monteiro,2018-08-19,São Paulo,5300,5300
HL8851,Notebook,5,João,Abraçado,2018-10-13,São Paulo,3500,17500
HL2714,Tablet,5,Guilherme,Jordao,2018-09-08,São Paulo,1600,8000
HL8851,Notebook,1,Pedro,Delgado,2018-04-22,São Paulo,3500,3500
HL7348,SmartWatch,4,Isabella,Rodrigues,2018-02-27,São Paulo,1400,5600
HL8851,Notebook,5,Ylana,Teraoka,2018-02-16,São Paulo,3500,17500
HL1918,iPhone,2,Caio,Ferreira,2018-11-23,São Paulo,5300,10600
HL8851,Notebook,2,Juliana,Huon,2018-08-16,São Paulo,3500,7000
HL1148,Câmera,5,Raphael,Mattos,2018-06-15,São Paulo,2100,10500
HL4379,Televisão,2,Gabrielle,Costa,2018-12-10,São Paulo,2500,5000
HL4379,Televisão,2,Thomáz,Bôas,2018-05-07,São Paulo,2500,5000
HL1918,iPhone,3,Lucas,Rocha,2018-08-10,São Paulo,5300,15900
HL1918,iPhone,5,Isabella,Santos,2018-12-29,São Paulo,5300,26500
HL8851,Notebook,2,Jéssica,Netto,2018-07-07,São Paulo,3500,7000
HL2714,Tablet,2,Maria,Assumpção,2018-09-30,São Paulo,1600,3200
HL4379,Televisão,2,Marina,Gama,2018-08-10,São Paulo,2500,5000
HL4379,Televisão,1,Wellington,Duarte,2018-12-30,São Paulo,2500,2500
HL1918,iPhone,1,Guilherme,Santos,2018-11-08,São Paulo,5300,5300
HL8851,Notebook,2,Vanessa,Neves,2018-01-26,São Paulo,3500,7000
HL9962,Android,4,Vanessa,Neves,2018-11-14,São Paulo,3400,13600
HL4379,Televisão,5,Letícia,Araujo,2018-03-19,São Paulo,2500,12500
HL9962,Android,1,Stephanie,Oliveira,2018-06-22,São Paulo,3400,3400
HL4379,Televisão,5,Luiz,Limp,2018-12-19,São Paulo,2500,12500
HL9962,Android,4,Luã,Sá,2018-07-31,São Paulo,3400,13600
HL7348,SmartWatch,3,Rebeca,Taylor,2018-07-28,São Paulo,1400,4200
HL1918,iPhone,3,Bruno,Souza,2018-10-26,São Paulo,5300,15900
HL1918,iPhone,3,Pedro,Dalforne,2018-03-01,São Paulo,5300,15900
HL1148,Câmera,2,Rodrigo,Mendes,2018-02-06,São Paulo,2100,4200
HL1918,iPhone,2,Camila,Sobral,2018-12-30,São Paulo,5300,10600
HL8851,Notebook,5,Matheus,Ramos,2018-12-04,São Paulo,3500,17500
HL1918,iPhone,3,Juliana,Guimarães,2018-09-05,São Paulo,5300,15900
HL8851,Notebook,1,Camille,Silva,2018-04-24,São Paulo,3500,3500
HL1148,Câmera,3,Lucas,Chagas,2018-10-23,São Paulo,2100,6300
HL9962,Android,5,Arthur,Fernandes,2018-11-11,São Paulo,3400,17000
HL1918,iPhone,1,Khaio,Mesquita,2018-01-15,São Paulo,5300,5300
HL1918,iPhone,2,Larissa,Florim,2018-04-24,São Paulo,5300,10600
HL1918,iPhone,4,Kim,Ferreira,2018-02-05,São Paulo,5300,21200
HL7348,SmartWatch,3,Juliana,Silva,2018-11-30,São Paulo,1400,4200
HL1918,iPhone,2,Caroline,Delgado,2018-02-05,São Paulo,5300,10600
HL1918,iPhone,2,Thayna,Martins,2018-07-27,São Paulo,5300,10600
HL7348,SmartWatch,3,Gabrielle,Porto,2018-10-26,São Paulo,1400,4200
HL1148,Câmera,5,Daniela,Pereira,2018-03-16,São Paulo,2100,10500
HL9962,Android,2,Bernardo,Borges,2018-06-28,São Paulo,3400,6800
HL1918,iPhone,1,João,Peçanha,2018-08-14,São Paulo,5300,5300
HL1918,iPhone,5,Carlos,Cardoso,2018-02-21,São Paulo,5300,26500
HL9962,Android,4,Ulisses,Filho,2018-01-13,São Paulo,3400,13600
HL1918,iPhone,3,Samara,Pinto,2018-11-12,São Paulo,5300,15900
HL1148,Câmera,3,Carolina,Motta,2018-03-28,São Paulo,2100,6300
HL9962,Android,2,Breno,Costa,2018-10-26,São Paulo,3400,6800
HL1918,iPhone,2,Marina,Marins,2018-05-09,São Paulo,5300,10600
HL1918,iPhone,4,Thales,Fanara,2018-09-19,São Paulo,5300,21200
HL9962,Android,3,João,Capitulo,2018-02-05,São Paulo,3400,10200
HL1918,iPhone,4,Gabriel,Puntel,2018-08-20,São Paulo,5300,21200
HL4379,Televisão,1,Carolina,Bernardes,2018-06-19,São Paulo,2500,2500
HL9962,Android,4,Sandy,Ribeiro,2018-03-21,São Paulo,3400,13600
HL2714,Tablet,1,Daniel,Monteiro,2018-05-29,São Paulo,1600,1600
HL1918,iPhone,1,João,Júnior,2018-05-10,São Paulo,5300,5300
HL1918,iPhone,1,Mariana,Sousa,2018-06-20,São Paulo,5300,5300
HL1148,Câmera,3,João,Peçanha,2018-11-02,São Paulo,2100,6300
HL7348,SmartWatch,5,Adrielle,Forte,2018-01-27,São Paulo,1400,7000
HL9962,Android,4,Vinícius,Antunes,2018-06-16,São Paulo,3400,13600
HL4379,Televisão,5,Luã,Sá,2018-01-03,São Paulo,2500,12500
HL1918,iPhone,5,Helvio,Pedrosa,2018-08-19,São Paulo,5300,26500
HL8851,Notebook,4,Amanda,Braga,2018-11-07,São Paulo,3500,14000
HL8851,Notebook,2,Renan,Cunha,2018-01-19,São Paulo,3500,7000
HL4379,Televisão,1,Eduardo,Ferreira,2018-04-06,São Paulo,2500,2500
HL8851,Notebook,5,Lara,Moreira,2018-04-17,São Paulo,3500,17500
HL1918,iPhone,4,Paola,Abreu,2018-11-21,São Paulo,5300,21200
HL1918,iPhone,5,Larissa,Florim,2018-05-31,São Paulo,5300,26500
HL4379,Televisão,3,Aline,Morais,2018-03-20,São Paulo,2500,7500
HL4379,Televisão,3,Jackson,Derossi,2018-12-21,São Paulo,2500,7500
HL1918,iPhone,2,João,Castilho,2018-12-22,São Paulo,5300,10600
HL1918,iPhone,5,Juliana,Correa,2018-03-23,São Paulo,5300,26500
HL7348,SmartWatch,4,Fillipe,Almeida,2018-05-20,São Paulo,1400,5600
HL1918,iPhone,4,Marcelo,Pereira,2018-01-23,São Paulo,5300,21200
HL1148,Câmera,2,Ana,Michetti,2018-04-16,São Paulo,2100,4200
HL1148,Câmera,3,Hércules,Júnior,2018-03-17,São Paulo,2100,6300
HL7348,SmartWatch,2,Pedro,Ronfini,2018-08-11,São Paulo,1400,2800
HL4379,Televisão,5,João,Pedrazza,2018-01-19,São Paulo,2500,12500
HL1918,iPhone,4,Luíza,Goulart,2018-06-19,São Paulo,5300,21200
HL4379,Televisão,2,Bruna,Brandao,2018-12-18,São Paulo,2500,5000
HL1918,iPhone,1,Lucas,Wanderley,2018-12-22,São Paulo,5300,5300
HL1918,iPhone,5,Wilson,Miranda,2018-11-12,São Paulo,5300,26500
HL9962,Android,3,Luis,Garcia,2018-05-25,São Paulo,3400,10200
HL1918,iPhone,1,Luiz,Limp,2018-04-15,São Paulo,5300,5300
HL4379,Televisão,3,Juliana,Silva,2018-08-20,São Paulo,2500,7500
HL1918,iPhone,1,Carlos,Galvão,2018-09-05,São Paulo,5300,5300
HL7348,SmartWatch,5,André,Alves,2018-09-21,São Paulo,1400,7000
HL1918,iPhone,1,Bruna,Franco,2018-11-22,São Paulo,5300,5300
HL8851,Notebook,4,Juliana,Souza,2018-12-11,São Paulo,3500,14000
HL7348,SmartWatch,5,Norman,Jimbo,2018-10-05,São Paulo,1400,7000
HL1148,Câmera,1,Guilherme,Santos,2018-12-14,São Paulo,2100,2100
HL8851,Notebook,3,Thales,Gouvêa,2018-08-17,São Paulo,3500,10500
HL1148,Câmera,1,André,Alves,2018-04-20,São Paulo,2100,2100
HL9962,Android,2,Leticia,Mesquita,2018-05-12,São Paulo,3400,6800
HL9962,Android,3,Bruna,Rangel,2018-04-18,São Paulo,3400,10200
HL4379,Televisão,1,Carlos,Barbosa,2018-04-06,São Paulo,2500,2500
HL8851,Notebook,2,Bruno,Freitas,2018-01-17,São Paulo,3500,7000
HL4379,Televisão,1,David,Campelo,2018-06-01,São Paulo,2500,2500
HL7348,SmartWatch,2,Lucas,Neto,2018-05-17,São Paulo,1400,2800
HL9962,Android,5,Eduardo,Soares,2018-03-07,São Paulo,3400,17000
HL2714,Tablet,5,Thales,Gouvêa,2018-04-17,São Paulo,1600,8000
HL1918,iPhone,4,Caio,Fernandes,2018-09-30,São Paulo,5300,21200
HL9962,Android,4,Joyce,Medina,2018-09-07,São Paulo,3400,13600
HL9962,Android,4,Ives,Barbosa,2018-01-31,São Paulo,3400,13600
HL1918,iPhone,4,Bruno,Silva,2018-10-02,São Paulo,5300,21200
HL4379,Televisão,4,Guilherme,Seixas,2018-04-12,São Paulo,2500,10000
HL9962,Android,4,Rachel,Restum,2018-07-06,São Paulo,3400,13600
HL1918,iPhone,1,Gabriel,Assis,2018-11-08,São Paulo,5300,5300
HL8851,Notebook,5,Iuri,Neto,2018-05-21,São Paulo,3500,17500
HL7348,SmartWatch,2,Stephanie,Gonçalves,2018-01-28,São Paulo,1400,2800
HL4379,Televisão,3,Renan,Firmino,2018-03-30,São Paulo,2500,7500
HL1918,iPhone,2,Lucas,Reis,2018-05-16,São Paulo,5300,10600
HL4379,Televisão,4,Jéssica,Teixeira,2018-02-16,São Paulo,2500,10000
HL1918,iPhone,4,Karina,Camara,2018-03-11,São Paulo,5300,21200
HL1918,iPhone,4,Thales,Andrade,2018-02-09,São Paulo,5300,21200
HL4379,Televisão,2,Aline,Morais,2018-07-24,São Paulo,2500,5000
HL1918,iPhone,4,Thiago,Veloso,2018-05-28,São Paulo,5300,21200
HL1918,iPhone,2,Daniel,Terra,2018-02-19,São Paulo,5300,10600
HL8851,Notebook,2,Diego,Barros,2018-06-25,São Paulo,3500,7000
HL1918,iPhone,2,Wellington,Duarte,2018-07-11,São Paulo,5300,10600
HL1918,iPhone,3,Sthefeson,Pereira,2018-11-14,São Paulo,5300,15900
HL1918,iPhone,3,Luiz,Mendonça,2018-09-12,São Paulo,5300,15900
HL1148,Câmera,3,Stephanie,Oliveira,2018-06-19,São Paulo,2100,6300
HL4379,Televisão,3,Hygor,Essaber,2018-04-13,São Paulo,2500,7500
HL1918,iPhone,1,Filipe,Barros,2018-08-28,São Paulo,5300,5300
HL2714,Tablet,1,Leandro,Melo,2018-10-04,São Paulo,1600,1600
HL4379,Televisão,5,Julia,Aliani,2018-01-21,São Paulo,2500,12500
HL9962,Android,2,Michelle,Miura,2018-07-27,São Paulo,3400,6800
HL1918,iPhone,1,Aline,Andrade,2018-08-08,São Paulo,5300,5300
HL4379,Televisão,2,Sthefeson,Kohn,2018-09-28,São Paulo,2500,5000
HL4379,Televisão,5,Rodrigo,Ramos,2018-07-21,São Paulo,2500,12500
HL2714,Tablet,5,Joyce,Souza,2018-01-19,São Paulo,1600,8000
HL1918,iPhone,4,Maria,Motta,2018-06-27,São Paulo,5300,21200
HL4379,Televisão,4,Jônatas,Tanaka,2018-07-14,São Paulo,2500,10000
HL1918,iPhone,5,Paulo,Campos,2018-12-29,São Paulo,5300,26500
HL8851,Notebook,1,Juliana,Pacheco,2018-11-05,São Paulo,3500,3500
HL8851,Notebook,4,Mariane,Ferreira,2018-12-18,São Paulo,3500,14000
HL4379,Televisão,4,Monique,Vasconcelos,2018-06-30,São Paulo,2500,10000
HL1918,iPhone,1,Wilson,Farias,2018-05-23,São Paulo,5300,5300
HL2714,Tablet,1,Gabriel,Soares,2018-01-09,São Paulo,1600,1600
HL7348,SmartWatch,3,João,Castilho,2018-11-14,São Paulo,1400,4200
HL7348,SmartWatch,5,Gabriel,Silva,2018-11-01,São Paulo,1400,7000
HL8851,Notebook,2,Eduardo,Silva,2018-04-04,São Paulo,3500,7000
HL1918,iPhone,1,Luis,Silva,2018-09-14,São Paulo,5300,5300
HL7348,SmartWatch,3,Wilson,Vianna,2018-09-08,São Paulo,1400,4200
HL8851,Notebook,4,Gabriel,Ribeiro,2018-09-02,São Paulo,3500,14000
HL9962,Android,2,João,Menezes,2018-04-14,São Paulo,3400,6800
HL8851,Notebook,5,Raul,Junqueira,2018-09-15,São Paulo,3500,17500
HL8851,Notebook,5,Alexandre,Rodriguez,2018-01-09,São Paulo,3500,17500
HL9962,Android,4,João,Guadagnino,2018-01-16,São Paulo,3400,13600
HL4379,Televisão,4,Jéssica,Stefanelli,2018-07-17,São Paulo,2500,10000
HL9962,Android,2,Ruan,Lopes,2018-10-17,São Paulo,3400,6800
HL7348,SmartWatch,1,Luiz,Mendonça,2018-05-31,São Paulo,1400,1400
HL2714,Tablet,1,Thales,Santos,2018-12-15,São Paulo,1600,1600
HL8851,Notebook,4,Wilson,Farias,2018-12-12,São Paulo,3500,14000
HL1148,Câmera,2,Beatriz,Silva,2018-04-03,São Paulo,2100,4200
HL2714,Tablet,3,Guilherme,Assis,2018-11-13,São Paulo,1600,4800
HL8851,Notebook,2,Camila,Bastazini,2018-11-06,São Paulo,3500,7000
HL1918,iPhone,2,Luiza,Procaci,2018-01-13,São Paulo,5300,10600
HL1918,iPhone,4,Thiago,Nóbrega,2018-10-03,São Paulo,5300,21200
HL4379,Televisão,3,Eric,Júnior,2018-10-17,São Paulo,2500,7500
HL4379,Televisão,5,Luis,Oliveira,2018-07-09,São Paulo,2500,12500
HL8851,Notebook,5,Mariana,Rotava,2018-01-29,São Paulo,3500,17500
HL7348,SmartWatch,5,Gabriel,Almeida,2018-04-19,São Paulo,1400,7000
HL1918,iPhone,2,Danilo,Alves,2018-06-07,São Paulo,5300,10600
HL7348,SmartWatch,4,Roger,Rosa,2018-10-17,São Paulo,1400,5600
HL8851,Notebook,1,Lázaro,Villanova,2018-10-12,São Paulo,3500,3500
HL1918,iPhone,4,Guilherme,Merotto,2018-07-01,São Paulo,5300,21200
HL1918,iPhone,2,Julia,Teixeira,2018-04-09,São Paulo,5300,10600
HL4379,Televisão,4,Danilo,Mendonça,2018-08-04,São Paulo,2500,10000
HL8851,Notebook,4,Marcelo,Pereira,2018-10-20,São Paulo,3500,14000
HL1918,iPhone,3,Daniela,Andrada,2018-04-20,São Paulo,5300,15900
HL9962,Android,2,Lucas,Machado,2018-03-03,São Paulo,3400,6800
HL7348,SmartWatch,2,Roberto,Mattos,2018-02-02,São Paulo,1400,2800
HL1148,Câmera,4,Ana,Campos,2018-05-14,São Paulo,2100,8400
HL2714,Tablet,3,Victor,Soares,2018-07-06,São Paulo,1600,4800
HL1918,iPhone,1,Rafael,Ramos,2018-06-23,São Paulo,5300,5300
HL1148,Câmera,4,Rodrigo,Bruno,2018-06-21,São Paulo,2100,8400
HL4379,Televisão,5,Jorge,Fonseca,2018-11-16,São Paulo,2500,12500
HL4379,Televisão,3,Wilson,Meirelles,2018-10-20,São Paulo,2500,7500
HL4379,Televisão,1,Luiza,Johnson,2018-03-19,São Paulo,2500,2500
HL2714,Tablet,3,Luis,Souza,2018-09-21,São Paulo,1600,4800
HL4379,Televisão,3,Larissa,Jesus,2018-01-10,São Paulo,2500,7500
HL1148,Câmera,1,Brenno,Santos,2018-08-31,São Paulo,2100,2100
HL9962,Android,4,Kimberly,Sad,2018-07-30,São Paulo,3400,13600
HL7348,SmartWatch,3,Allan,Candido,2018-12-28,São Paulo,1400,4200
HL1918,iPhone,1,Juliana,Guimarães,2018-07-27,São Paulo,5300,5300
HL4379,Televisão,5,Pedro,Ferrari,2018-02-06,São Paulo,2500,12500
HL4379,Televisão,4,Gabriella,Sagrillo,2018-08-10,São Paulo,2500,10000
HL4379,Televisão,5,Roberta,Pimenta,2018-04-08,São Paulo,2500,12500
HL9962,Android,4,Letícia,Leal,2018-08-16,São Paulo,3400,13600
HL7348,SmartWatch,5,Natalia,Guedes,2018-06-10,São Paulo,1400,7000
HL1918,iPhone,5,Luiza,Marques,2018-05-31,São Paulo,5300,26500
HL1148,Câmera,3,Pedro,Bitencourt,2018-12-03,São Paulo,2100,6300
HL2714,Tablet,2,Isabel,Lacerda,2018-09-23,São Paulo,1600,3200
HL1918,iPhone,2,Gustavo,Erthal,2018-12-22,São Paulo,5300,10600
HL9962,Android,4,João,Guadagnino,2018-08-22,São Paulo,3400,13600
HL1148,Câmera,5,Lucas,Machado,2018-05-21,São Paulo,2100,10500
HL1918,iPhone,1,Victor,Franco,2018-06-09,São Paulo,5300,5300
HL1918,iPhone,5,Henrique,Oliveira,2018-10-11,São Paulo,5300,26500
HL1148,Câmera,5,Thiago,Nóbrega,2018-03-03,São Paulo,2100,10500
HL2714,Tablet,3,Audir,Franco,2018-04-21,São Paulo,1600,4800
HL4379,Televisão,2,Marina,Gama,2018-04-03,São Paulo,2500,5000
HL1918,iPhone,1,Raísa,Berto,2018-02-13,São Paulo,5300,5300
HL4379,Televisão,5,Ana,Monte,2018-01-30,São Paulo,2500,12500
HL9962,Android,5,Thomáz,Bôas,2018-05-02,São Paulo,3400,17000
HL1918,iPhone,4,Amanda,Amaral,2018-07-18,São Paulo,5300,21200
HL1918,iPhone,2,Julia,Leig,2018-01-21,São Paulo,5300,10600
HL1918,iPhone,3,Eric,Neves,2018-07-13,São Paulo,5300,15900
HL8851,Notebook,1,Priscila,Vogel,2018-11-18,São Paulo,3500,3500
HL1918,iPhone,5,Camila,Bastazini,2018-04-10,São Paulo,5300,26500
HL8851,Notebook,5,Juliana,Barreira,2018-06-03,São Paulo,3500,17500
HL1918,iPhone,2,Juan,Barbosa,2018-06-28,São Paulo,5300,10600
HL1918,iPhone,1,Marina,Perdomo,2018-05-16,São Paulo,5300,5300
HL9962,Android,1,Matheus,Miranda,2018-10-17,São Paulo,3400,3400
HL8851,Notebook,1,Mateus,Duque,2018-06-10,São Paulo,3500,3500
HL4379,Televisão,1,Myllena,Carneiro,2018-11-15,São Paulo,2500,2500
HL2714,Tablet,3,Hanna,Fonseca,2018-04-01,São Paulo,1600,4800
HL7348,SmartWatch,5,Hércules,Moreira,2018-11-08,São Paulo,1400,7000
HL1918,iPhone,1,Maria,Assumpção,2018-05-01,São Paulo,5300,5300
HL1918,iPhone,2,Bernardo,Ribeiro,2018-08-12,São Paulo,5300,10600
HL4379,Televisão,3,Natalia,Marinho,2018-04-16,São Paulo,2500,7500
HL7348,SmartWatch,3,Pedro,Delgado,2018-03-17,São Paulo,1400,4200
HL9962,Android,3,Carolina,Rocha,2018-11-01,São Paulo,3400,10200
HL1918,iPhone,3,Roberto,Tiradentes,2018-12-18,São Paulo,5300,15900
HL8851,Notebook,2,Ana,Carvalho,2018-07-21,São Paulo,3500,7000
HL1918,iPhone,1,Renan,Ventura,2018-08-29,São Paulo,5300,5300
HL1918,iPhone,3,Caio,Vianna,2018-03-16,São Paulo,5300,15900
HL8851,Notebook,1,Miguel,Carneiro,2018-10-20,São Paulo,3500,3500
HL4379,Televisão,1,Bruno,Ferreira,2018-10-06,São Paulo,2500,2500
HL2714,Tablet,5,Juliana,Barreira,2018-12-27,São Paulo,1600,8000
HL1148,Câmera,5,Allan,Candido,2018-03-18,São Paulo,2100,10500
HL9962,Android,3,Pedro,Rodrigues,2018-02-12,São Paulo,3400,10200
HL1148,Câmera,5,Leandro,Ferreira,2018-11-22,São Paulo,2100,10500
HL2714,Tablet,2,Rafael,Rocha,2018-12-08,São Paulo,1600,3200
HL1148,Câmera,2,Bianca,Tatsch,2018-02-23,São Paulo,2100,4200
HL7348,SmartWatch,1,Joana,Calmon,2018-08-07,São Paulo,1400,1400
